"id","balance","account","description","status","date"
1910,1919.5,"OPERATION","Descripción 1910","PROCESSED",
1911,1920.5,"INTERNAL","Descripción 1911","PENDING",
1912,1921.5,"PEOPLE","Descripción 1912","PROCESSED",
1913,1922.5,"OPERATION","Descripción 1913","PENDING",
1914,1923.5,"INTERNAL","Descripción 1914","PROCESSED",
1915,1924.5,"PEOPLE","Descripción 1915","PENDING",
1916,1925.5,"INTERNAL","Descripción 1916","PROCESSED",
1917,1926.5,"PEOPLE","Descripción 1917","PENDING",
1918,1927.5,"OPERATION","Descripción 1918","PROCESSED",
1919,1928.5,"INTERNAL","Descripción 1919","PENDING",
1920,1929.5,"PEOPLE","Descripción 1920","PROCESSED",
1921,1930.5,"OPERATION","Descripción 1921","PENDING",
1922,1931.5,"INTERNAL","Descripción 1922","PROCESSED",
1923,1932.5,"PEOPLE","Descripción 1923","PENDING",
1924,1933.5,"INTERNAL","Descripción 1924","PROCESSED",
1925,1934.5,"PEOPLE","Descripción 1925","PENDING",
1926,1935.5,"OPERATION","Descripción 1926","PROCESSED",
1927,1936.5,"INTERNAL","Descripción 1927","PENDING",
1928,1937.5,"PEOPLE","Descripción 1928","PROCESSED",
1929,1938.5,"OPERATION","Descripción 1929","PENDING",
1930,1939.5,"INTERNAL","Descripción 1930","PROCESSED",
1931,1940.5,"PEOPLE","Descripción 1931","PENDING",
1932,1941.5,"INTERNAL","Descripción 1932","PROCESSED",
1933,1942.5,"PEOPLE","Descripción 1933","PENDING",
1934,1943.5,"OPERATION","Descripción 1934","PROCESSED",
1935,1944.5,"INTERNAL","Descripción 1935","PENDING",
1936,1945.5,"PEOPLE","Descripción 1936","PROCESSED",
1937,1946.5,"OPERATION","Descripción 1937","PENDING",
1938,1947.5,"INTERNAL","Descripción 1938","PROCESSED",
1939,1948.5,"PEOPLE","Descripción 1939","PENDING",
1940,1949.5,"INTERNAL","Descripción 1940","PROCESSED",
1941,1950.5,"PEOPLE","Descripción 1941","PENDING",
1942,1951.5,"OPERATION","Descripción 1942","PROCESSED",
1943,1952.5,"INTERNAL","Descripción 1943","PENDING",
1944,1953.5,"PEOPLE","Descripción 1944","PROCESSED",
1945,1954.5,"OPERATION","Descripción 1945","PENDING",
1946,1955.5,"INTERNAL","Descripción 1946","PROCESSED",
1947,1956.5,"PEOPLE","Descripción 1947","PENDING",
1948,1957.5,"INTERNAL","Descripción 1948","PROCESSED",
1949,1958.5,"PEOPLE","Descripción 1949","PENDING",
1950,1959.5,"OPERATION","Descripción 1950","PROCESSED",
1951,1960.5,"INTERNAL","Descripción 1951","PENDING",
1952,1961.5,"PEOPLE","Descripción 1952","PROCESSED",
1953,1962.5,"OPERATION","Descripción 1953","PENDING",
1954,1963.5,"INTERNAL","Descripción 1954","PROCESSED",
1955,1964.5,"PEOPLE","Descripción 1955","PENDING",
1956,1965.5,"INTERNAL","Descripción 1956","PROCESSED",
1957,1966.5,"PEOPLE","Descripción 1957","PENDING",
1958,1967.5,"OPERATION","Descripción 1958","PROCESSED",
1959,1968.5,"INTERNAL","Descripción 1959","PENDING",
1960,1969.5,"PEOPLE","Descripción 1960","PROCESSED",
1961,1970.5,"OPERATION","Descripción 1961","PENDING",
1962,1971.5,"INTERNAL","Descripción 1962","PROCESSED",
1963,1972.5,"PEOPLE","Descripción 1963","PENDING",
1964,1973.5,"INTERNAL","Descripción 1964","PROCESSED",
1965,1974.5,"PEOPLE","Descripción 1965","PENDING",
1966,1975.5,"OPERATION","Descripción 1966","PROCESSED",
1967,1976.5,"INTERNAL","Descripción 1967","PENDING",
1968,1977.5,"PEOPLE","Descripción 1968","PROCESSED",
1969,1978.5,"OPERATION","Descripción 1969","PENDING",
1970,1979.5,"INTERNAL","Descripción 1970","PROCESSED",
1971,1980.5,"PEOPLE","Descripción 1971","PENDING",
1972,1981.5,"INTERNAL","Descripción 1972","PROCESSED",
1973,1982.5,"PEOPLE","Descripción 1973","PENDING",
1974,1983.5,"OPERATION","Descripción 1974","PROCESSED",
1975,1984.5,"INTERNAL","Descripción 1975","PENDING",
1976,1985.5,"PEOPLE","Descripción 1976","PROCESSED",
1977,1986.5,"OPERATION","Descripción 1977","PENDING",
1978,1987.5,"INTERNAL","Descripción 1978","PROCESSED",
1979,1988.5,"PEOPLE","Descripción 1979","PENDING",
1980,1989.5,"INTERNAL","Descripción 1980","PROCESSED",
1981,1990.5,"PEOPLE","Descripción 1981","PENDING",
1982,1991.5,"OPERATION","Descripción 1982","PROCESSED",
1983,1992.5,"INTERNAL","Descripción 1983","PENDING",
1984,1993.5,"PEOPLE","Descripción 1984","PROCESSED",
1985,1994.5,"OPERATION","Descripción 1985","PENDING",
1986,1995.5,"INTERNAL","Descripción 1986","PROCESSED",
1987,1996.5,"PEOPLE","Descripción 1987","PENDING",
1988,1997.5,"INTERNAL","Descripción 1988","PROCESSED",
1989,1998.5,"PEOPLE","Descripción 1989","PENDING",
1990,1999.5,"OPERATION","Descripción 1990","PROCESSED",
1991,2000.5,"INTERNAL","Descripción 1991","PENDING",
1992,2001.5,"PEOPLE","Descripción 1992","PROCESSED",
1993,2002.5,"OPERATION","Descripción 1993","PENDING",
1994,2003.5,"INTERNAL","Descripción 1994","PROCESSED",
1995,2004.5,"PEOPLE","Descripción 1995","PENDING",
1996,2005.5,"INTERNAL","Descripción 1996","PROCESSED",
1997,2006.5,"PEOPLE","Descripción 1997","PENDING",
1998,2007.5,"OPERATION","Descripción 1998","PROCESSED",
1999,2008.5,"INTERNAL","Descripción 1999","PENDING",
2000,2009.5,"INTERNAL","Descripción 2000","PROCESSED",
